3.8775e+01,6.6356e+01,3.9325e+01,2.0222e+01,8.8177e+01
4.9349e+01,3.0125e+01,8.7157e+01,6.4102e+01,6.9353e+01
7.7982e+01,8.8134e+01,1.1209e+01,5.0825e+01,3.7357e+01
9.1644e+01,2.7585e+01,4.7734e+01,8.0758e+01,5.9943e+01
3.6638e+01,1.4783e+01,7.8910e+01,7.5156e+00,2.3959e+01
3.4684e+01,4.1463e+01,7.7280e+01,7.3013e+01,6.7141e+01
4.0565e+01,5.8171e+01,8.4228e+01,4.9314e+01,5.7987e+01
6.6589e+01,2.1137e+00,2.8188e+01,3.1093e+00,8.7504e+01
5.4001e+01,3.3242e+01,3.5397e+01,6.0112e+01,3.7784e+01
8.7737e+01,5.7364e+01,1.9096e+01,6.0429e+01,4.7981e+01
6.7114e+01,4.6621e+01,6.1174e+00,2.8813e+01,2.2035e+01
5.8628e+01,4.8132e+01,4.0419e+01,5.4172e+01,1.3901e+01
8.4094e+01,6.5124e+01,1.3495e+01,7.2494e+01,5.8110e+01
3.9309e+01,5.6594e+01,7.7349e+01,5.7104e+01,1.4966e+01
3.9070e+01,4.5110e+01,9.6383e+01,8.8903e+01,6.1027e+01
8.2801e+00,1.3671e+01,7.8899e+01,4.4642e+01,1.1496e+01
6.7184e+01,3.8053e+01,4.1232e+01,1.9794e+01,7.0248e+01
5.6930e+01,2.9364e+00,4.1083e+01,9.1934e+01,1.7780e+01
5.4628e+01,5.3917e+01,4.0980e+01,2.5894e+01,9.1661e+01
6.5491e+01,3.9555e+01,8.4566e-01,7.7180e+01,7.6576e+01
